ref,dis,mos
173.png,173_len4_len1_gb_3.png,1.4
83.png,83_len5_len2_gb_1.png,3.0
295.png,295_len3_len6_bd_2.png,2.2
37.png,37_len5_len2_bd_3.png,2.2
262.png,262_len3_gn_2.png,3.222222222
121.png,121_len1_len5_gb_1.png,3.25
15.png,15_len2_st_2.png,1.2
254.png,254_len1_len4_gb_1.png,2.8
182.png,182_len1_len4_gn_1.png,3.111111111
339.png,339_len4_gn_2.png,3.2
196.png,196_len2_len5_st_3.png,2.2
263.png,263_len3_gn_3.png,2.111111111
201.png,201_len2_len5_st_2.png,2.2
184.png,184_len6_len3_st_3.png,1.2
142.png,142_len6_len3_bd_3.png,2.1
212.png,212_len5_gn_1.png,3.666666667
381.png,381_len1_gb_1.png,3.8
303.png,303_len5_len2_gn_3.png,2.888888889
289.png,289_len4_len2_gb_3.png,2.0
315.png,315_len6_gn_1.png,3.444444444
89.png,89_len2_len5_gb_2.png,2.5
131.png,131_len6_gb_3.png,2.5
305.png,305_len2_gn_1.png,3.8
186.png,186_len2_len5_gn_2.png,3.1
350.png,350_len2_bd_1.png,3.2
103.png,103_len1_len4_bd_1.png,2.8
150.png,150_len2_gb_1.png,3.125
313.png,313_len2_bd_2.png,2.8
161.png,161_len4_gn_1.png,3.2
201.png,201_len2_len5_bd_1.png,2.6
131.png,131_len6_len3_gn_1.png,3.3
260.png,260_len4_len6_gn_3.png,2.333333333
46.png,46_len2_len6_gb_1.png,3.2
191.png,191_len2_len5_st_3.png,2.111111111
350.png,350_len2_gb_3.png,2.0
261.png,261_len4_gn_3.png,2.8
209.png,209_len3_len6_gb_3.png,1.7
162.png,162_len1_len4_gn_3.png,3.0
57.png,57_len1_st_1.png,3.1
246.png,246_len4_st_1.png,3.111111111
421.png,421_len3_bd_1.png,3.6
267.png,267_len2_bd_2.png,2.8
370.png,370_len2_st_2.png,2.5
391.png,391_len4_gn_2.png,3.111111111
378.png,378_len3_len5_bd_1.png,3.555555556
208.png,208_len4_gb_1.png,4.0
201.png,201_len2_bd_2.png,3.3
258.png,258_len2_bd_1.png,3.4
204.png,204_len4_len1_bd_3.png,1.7
129.png,129_len2_gb_3.png,2.555555556
43.png,43_len6_len4_st_3.png,1.8
18.png,18_len5_st_1.png,2.625
192.png,192_len1_len4_st_1.png,2.428571429
28.png,28_len2_len6_bd_2.png,3.2
212.png,212_len5_len2_st_2.png,2.2
203.png,203_len6_st_2.png,3.125
347.png,347_len3_gb_3.png,2.444444444
383.png,383_len3_bd_3.png,3.2
57.png,57_len1_bd_1.png,3.1
282.png,282_len1_gn_1.png,3.8
380.png,380_len2_gb_1.png,3.777777778
288.png,288_len4_len1_bd_1.png,2.9
242.png,242_len1_gn_3.png,2.9
313.png,313_len2_len5_st_1.png,2.5
265.png,265_len4_len1_gn_3.png,2.8
267.png,267_len2_st_2.png,2.7
68.png,68_len3_len5_gb_1.png,3.0
27.png,27_len1_len4_st_2.png,2.0
143.png,143_len5_len2_bd_3.png,1.888888889
407.png,407_len3_gb_3.png,2.3
184.png,184_len6_st_3.png,2.2
182.png,182_len1_gb_2.png,3.2
9.png,9_len6_len2_st_1.png,3.4
358.png,358_len6_len3_st_2.png,1.8
204.png,204_len4_len1_gn_3.png,2.888888889
334.png,334_len2_gn_3.png,3.0
324.png,324_len5_len3_bd_1.png,2.8
15.png,15_len2_len4_bd_2.png,1.7
107.png,107_len1_gb_2.png,3.2
389.png,389_len5_len3_bd_2.png,1.9
179.png,179_len1_st_3.png,3.555555556
227.png,227_len2_len5_gn_1.png,3.8
358.png,358_len6_len3_gn_1.png,3.4
386.png,386_len5_bd_1.png,3.2
355.png,355_len3_st_2.png,3.111111111
299.png,299_len1_st_3.png,2.2
302.png,302_len2_bd_2.png,2.5
215.png,215_len4_st_2.png,3.125
16.png,16_len5_gn_3.png,2.8
306.png,306_len2_len5_bd_1.png,3.25
321.png,321_len2_gb_3.png,3.2
66.png,66_len4_len6_gb_1.png,3.3
300.png,300_len2_st_3.png,2.8
79.png,79_len1_len3_bd_1.png,2.8
255.png,255_len5_bd_1.png,3.8
304.png,304_len3_bd_2.png,2.8
131.png,131_len6_len3_st_1.png,2.333333333
194.png,194_len4_len1_gb_3.png,2.3
375.png,375_len1_len4_bd_1.png,3.4
266.png,266_len2_len5_bd_3.png,1.5
97.png,97_len4_len1_gb_1.png,3.5
306.png,306_len2_gb_3.png,2.3
48.png,48_len4_len1_gn_2.png,3.2
87.png,87_len3_gb_3.png,3.2
249.png,249_len2_bd_1.png,3.0
102.png,102_len2_len6_gn_3.png,2.625
23.png,23_len4_st_1.png,3.375
177.png,177_len3_gn_3.png,2.7
383.png,383_len3_len1_gb_1.png,3.222222222
113.png,113_len3_len6_st_1.png,2.555555556
261.png,261_len4_st_2.png,2.0
263.png,263_len3_st_2.png,2.375
220.png,220_len3_len6_st_1.png,2.25
169.png,169_len6_gn_3.png,3.125
59.png,59_len1_len5_bd_2.png,2.6
243.png,243_len1_bd_3.png,1.6
266.png,266_len2_len5_st_2.png,2.3
415.png,415_len3_gb_3.png,2.2
320.png,320_len3_gb_2.png,2.222222222
332.png,332_len4_len1_bd_1.png,2.888888889
118.png,118_len3_len6_gn_2.png,2.888888889
420.png,420_len3_len6_st_2.png,1.6
46.png,46_len2_len6_bd_2.png,2.7
33.png,33_len3_gb_3.png,2.5
317.png,317_len5_gn_3.png,2.111111111
424.png,424_len4_len1_st_1.png,2.6
133.png,133_len1_gb_2.png,2.75
259.png,259_len5_bd_3.png,2.2
393.png,393_len3_len6_st_3.png,3.0
157.png,157_len3_len6_st_1.png,2.2
92.png,92_len5_len1_st_3.png,1.333333333
269.png,269_len3_len5_bd_2.png,2.6
341.png,341_len2_len6_st_1.png,2.888888889
214.png,214_len3_len6_st_2.png,1.8
204.png,204_len4_len1_bd_2.png,2.8
74.png,74_len6_gb_1.png,2.8
69.png,69_len4_gn_1.png,2.8
428.png,428_len3_gn_2.png,3.111111111
259.png,259_len5_len2_bd_2.png,2.777777778
140.png,140_len4_len6_st_2.png,1.8
256.png,256_len4_st_1.png,2.6
260.png,260_len4_len6_st_2.png,2.8
372.png,372_len3_gn_2.png,2.7
274.png,274_len3_gb_3.png,2.6
96.png,96_len2_gn_1.png,3.0
292.png,292_len5_len3_gb_1.png,3.111111111
77.png,77_len5_len2_gb_2.png,2.0
383.png,383_len3_gb_2.png,3.0
338.png,338_len2_gn_2.png,3.111111111
389.png,389_len5_gn_3.png,3.2
103.png,103_len1_bd_2.png,3.1
264.png,264_len2_bd_2.png,2.4
244.png,244_len4_len1_gn_3.png,2.2
277.png,277_len4_bd_3.png,2.111111111
36.png,36_len1_len5_st_3.png,1.3
277.png,277_len4_len1_st_1.png,3.555555556
141.png,141_len5_st_1.png,3.625
381.png,381_len1_bd_3.png,2.4
82.png,82_len1_bd_1.png,3.888888889
408.png,408_len5_gn_2.png,3.0
60.png,60_len1_len4_gn_3.png,2.666666667
81.png,81_len4_bd_3.png,2.6
104.png,104_len1_st_2.png,3.222222222
177.png,177_len3_gn_1.png,3.555555556
96.png,96_len2_bd_1.png,2.9
253.png,253_len2_st_1.png,3.0
177.png,177_len3_len6_st_1.png,2.5
345.png,345_len2_bd_2.png,3.0
72.png,72_len6_st_3.png,1.8
48.png,48_len4_len1_gb_2.png,2.0
253.png,253_len2_len5_st_1.png,2.8
146.png,146_len4_len1_st_2.png,2.4
355.png,355_len3_bd_2.png,2.75
268.png,268_len4_len1_bd_2.png,2.9
225.png,225_len3_st_1.png,2.7
238.png,238_len5_gn_3.png,3.125
195.png,195_len4_len1_gb_3.png,2.333333333
422.png,422_len2_gn_3.png,3.0
393.png,393_len3_gb_2.png,3.2
251.png,251_len2_st_2.png,2.1
281.png,281_len4_gn_3.png,2.5
257.png,257_len3_gb_2.png,2.8
420.png,420_len3_gb_3.png,2.8
239.png,239_len4_len1_gn_2.png,2.8
107.png,107_len1_len4_bd_1.png,2.2
162.png,162_len1_len4_bd_3.png,1.777777778
72.png,72_len6_len2_bd_2.png,2.2
222.png,222_len1_gb_3.png,2.7
77.png,77_len5_len2_gn_3.png,2.222222222
152.png,152_len2_gn_1.png,3.444444444
165.png,165_len4_len1_gn_2.png,3.2
380.png,380_len2_bd_3.png,2.333333333
284.png,284_len1_len4_bd_3.png,1.8
186.png,186_len2_gn_3.png,2.8
103.png,103_len1_len4_gn_1.png,3.875
65.png,65_len4_gn_1.png,3.0
4.png,4_len3_bd_2.png,2.8
49.png,49_len5_len1_bd_3.png,1.0
115.png,115_len6_len3_st_2.png,2.0
234.png,234_len5_len2_bd_2.png,2.222222222
293.png,293_len6_bd_3.png,2.3
5.png,5_len5_len3_st_2.png,2.375
407.png,407_len3_bd_2.png,2.7
428.png,428_len3_len6_st_2.png,2.0
193.png,193_len4_gn_3.png,3.0
98.png,98_len3_len6_gn_2.png,2.5
184.png,184_len6_gn_1.png,2.8
139.png,139_len6_len3_st_2.png,1.666666667
89.png,89_len2_gb_3.png,3.1
154.png,154_len3_gb_3.png,2.4
192.png,192_len1_len4_gb_1.png,3.8
383.png,383_len3_len1_st_1.png,3.6
323.png,323_len4_len1_gn_2.png,2.3
64.png,64_len1_len5_gn_2.png,2.8
149.png,149_len3_gn_1.png,3.2
91.png,91_len4_st_1.png,3.777777778
204.png,204_len4_bd_1.png,3.8
353.png,353_len2_len5_st_3.png,1.5
304.png,304_len3_len6_bd_2.png,2.2
422.png,422_len2_len5_gn_2.png,2.8
175.png,175_len5_len2_bd_2.png,1.875
140.png,140_len4_gb_3.png,2.111111111
154.png,154_len3_len6_bd_1.png,3.1
368.png,368_len3_gb_1.png,3.5
381.png,381_len1_len4_st_3.png,2.8
288.png,288_len4_len1_gb_3.png,1.8
157.png,157_len3_len6_gb_3.png,1.7
238.png,238_len5_len2_st_1.png,2.222222222
44.png,44_len2_len6_bd_2.png,2.375
388.png,388_len3_gb_3.png,3.0
99.png,99_len6_gb_2.png,3.6
296.png,296_len6_len2_bd_1.png,2.333333333
299.png,299_len1_len4_st_1.png,2.8
126.png,126_len1_gn_1.png,4.0
253.png,253_len2_len5_st_2.png,2.3
269.png,269_len3_st_2.png,2.8
337.png,337_len3_len6_gb_2.png,2.777777778
87.png,87_len3_len6_gn_3.png,2.555555556
84.png,84_len4_gn_1.png,3.111111111
50.png,50_len6_len3_st_3.png,3.3
104.png,104_len1_gn_1.png,3.6
136.png,136_len4_st_1.png,2.333333333
414.png,414_len2_len5_gn_2.png,2.8
259.png,259_len5_len2_bd_1.png,3.6
329.png,329_len3_st_2.png,2.0
389.png,389_len5_len3_st_3.png,2.222222222
217.png,217_len2_bd_3.png,2.555555556
201.png,201_len2_bd_1.png,3.2
214.png,214_len3_gn_3.png,3.8
341.png,341_len2_len6_gb_2.png,3.0
95.png,95_len4_len6_gn_2.png,2.888888889
405.png,405_len3_len6_gb_1.png,3.2
222.png,222_len1_gb_2.png,2.8
280.png,280_len6_len3_gn_2.png,2.8
357.png,357_len5_gb_2.png,2.444444444
116.png,116_len6_len2_bd_2.png,1.8
350.png,350_len2_len5_st_1.png,2.5
345.png,345_len2_len5_gb_2.png,2.4
416.png,416_len3_bd_3.png,2.8
174.png,174_len6_gb_1.png,3.4
188.png,188_len2_len5_gb_3.png,1.8
187.png,187_len5_len2_st_2.png,3.2
283.png,283_len6_gb_2.png,2.8
71.png,71_len4_len1_gb_2.png,3.3
108.png,108_len3_len6_gn_2.png,3.2
373.png,373_len2_st_3.png,2.1
93.png,93_len4_len1_st_1.png,3.0
412.png,412_len3_len6_st_3.png,2.0
120.png,120_len1_bd_1.png,4.1
147.png,147_len5_len2_bd_1.png,3.1
12.png,12_len1_len4_bd_3.png,2.1
128.png,128_len6_bd_3.png,2.222222222
215.png,215_len4_bd_3.png,2.111111111
62.png,62_len5_bd_3.png,2.5
170.png,170_len2_len5_gb_1.png,3.571428571
74.png,74_len6_len2_st_3.png,1.7
398.png,398_len1_st_2.png,2.4
299.png,299_len1_len4_gb_3.png,1.9
398.png,398_len1_len4_gn_3.png,3.2
176.png,176_len5_bd_1.png,3.3
189.png,189_len4_gb_2.png,2.9
307.png,307_len4_gn_3.png,3.2
391.png,391_len4_len1_gn_3.png,2.8
314.png,314_len5_bd_1.png,3.2
375.png,375_len1_bd_2.png,3.0
375.png,375_len1_len4_gb_2.png,1.8
193.png,193_len4_st_3.png,2.6
303.png,303_len5_gb_3.png,3.0
375.png,375_len1_gb_3.png,3.0
64.png,64_len1_len5_gb_3.png,2.125
28.png,28_len2_len6_gn_3.png,2.75
153.png,153_len1_gb_2.png,2.555555556
157.png,157_len3_bd_2.png,2.555555556
289.png,289_len4_len2_st_2.png,1.8
209.png,209_len3_gb_2.png,2.7
240.png,240_len5_gb_2.png,3.2
13.png,13_len4_len1_bd_2.png,2.5
261.png,261_len4_st_3.png,2.0
243.png,243_len1_gb_1.png,3.625
394.png,394_len5_len2_gn_1.png,4.2
10.png,10_len5_len3_gn_3.png,2.285714286
81.png,81_len4_len6_gb_2.png,2.625
393.png,393_len3_len6_st_2.png,2.0
46.png,46_len2_len6_bd_3.png,1.777777778
410.png,410_len1_len4_bd_2.png,2.8
207.png,207_len1_gb_1.png,3.111111111
81.png,81_len4_len6_gn_2.png,2.666666667
17.png,17_len1_bd_2.png,3.4
127.png,127_len1_gn_1.png,4.111111111
119.png,119_len3_st_3.png,2.0
62.png,62_len5_len2_gn_2.png,2.7
54.png,54_len5_bd_1.png,3.75
151.png,151_len3_bd_2.png,2.5
327.png,327_len5_gn_3.png,2.75
307.png,307_len4_bd_1.png,3.1
185.png,185_len6_len3_gn_2.png,3.3
408.png,408_len5_len2_st_2.png,2.2
276.png,276_len6_bd_1.png,3.222222222
114.png,114_len1_len4_gb_1.png,2.444444444
428.png,428_len3_gn_1.png,3.8
314.png,314_len5_st_2.png,3.0
176.png,176_len5_len2_gb_3.png,2.375
274.png,274_len3_len5_bd_1.png,3.0
257.png,257_len3_st_2.png,2.444444444
283.png,283_len6_st_2.png,1.8
96.png,96_len2_gn_3.png,2.777777778
44.png,44_len2_bd_1.png,3.6
344.png,344_len2_st_1.png,3.222222222
17.png,17_len1_len3_gb_3.png,2.1
138.png,138_len4_len1_gb_2.png,2.8
418.png,418_len5_bd_1.png,3.555555556
265.png,265_len4_gn_2.png,2.888888889
145.png,145_len6_bd_1.png,3.444444444
120.png,120_len1_st_3.png,2.333333333
129.png,129_len2_bd_1.png,3.3
324.png,324_len5_len3_gb_2.png,2.7
400.png,400_len2_len6_st_2.png,2.0
299.png,299_len1_gn_3.png,2.444444444
284.png,284_len1_gb_3.png,2.625
42.png,42_len3_gn_2.png,3.0
390.png,390_len2_st_3.png,2.8
376.png,376_len3_len1_gb_2.png,2.375
406.png,406_len5_len3_gb_1.png,2.8
403.png,403_len3_len6_bd_2.png,2.777777778
364.png,364_len3_len6_bd_1.png,3.2
226.png,226_len5_len2_gn_1.png,3.888888889
393.png,393_len3_len6_st_1.png,3.2
358.png,358_len6_len3_bd_3.png,1.6
425.png,425_len3_bd_3.png,2.3
263.png,263_len3_len6_gn_2.png,1.8
126.png,126_len1_st_1.png,3.5
196.png,196_len2_len5_gb_2.png,1.777777778
282.png,282_len1_st_3.png,1.8
137.png,137_len4_st_2.png,2.1
397.png,397_len6_st_1.png,3.4
103.png,103_len1_gn_2.png,3.0
337.png,337_len3_st_1.png,3.2
345.png,345_len2_gn_1.png,3.2
361.png,361_len2_len4_gn_1.png,3.5
248.png,248_len2_len5_gn_2.png,3.2
64.png,64_len1_len5_gn_3.png,2.222222222
345.png,345_len2_gb_1.png,3.0
2.png,2_len2_len5_gb_1.png,3.0
10.png,10_len5_st_1.png,3.111111111
181.png,181_len2_gn_1.png,3.75
37.png,37_len5_len2_gn_2.png,3.2
186.png,186_len2_len5_gb_1.png,3.4
117.png,117_len3_len6_gb_2.png,3.0
404.png,404_len3_st_1.png,2.777777778
280.png,280_len6_gn_2.png,3.111111111
250.png,250_len2_len5_gn_3.png,2.2
368.png,368_len3_bd_1.png,3.111111111
237.png,237_len3_len5_bd_3.png,1.4
164.png,164_len6_st_1.png,3.2
352.png,352_len4_len1_gn_1.png,3.1
196.png,196_len2_gn_1.png,3.2
307.png,307_len4_gb_2.png,3.0
102.png,102_len2_len6_st_3.png,1.8
144.png,144_len2_len5_gn_2.png,3.3
102.png,102_len2_bd_1.png,3.2
13.png,13_len4_st_1.png,2.9
103.png,103_len1_len4_gb_1.png,3.3
133.png,133_len1_len4_gn_2.png,3.0
1.png,1_len3_len6_bd_3.png,2.111111111
8.png,8_len1_st_1.png,2.555555556
192.png,192_len1_len4_gn_1.png,3.5
53.png,53_len4_bd_3.png,2.222222222
332.png,332_len4_st_3.png,2.0
156.png,156_len1_gb_1.png,3.9
73.png,73_len4_gn_1.png,3.333333333
350.png,350_len2_len5_gn_2.png,2.5
192.png,192_len1_len4_gn_3.png,2.3
289.png,289_len4_len2_gn_1.png,3.333333333
109.png,109_len3_len6_gb_3.png,2.4
150.png,150_len2_bd_1.png,3.75
101.png,101_len1_len4_gn_3.png,2.2
214.png,214_len3_len6_gn_1.png,3.2
12.png,12_len1_len4_bd_1.png,3.2
59.png,59_len1_len5_st_3.png,2.375
18.png,18_len5_len3_st_3.png,2.6
166.png,166_len4_bd_2.png,2.777777778
226.png,226_len5_len2_st_2.png,2.25
122.png,122_len1_gb_1.png,3.555555556
67.png,67_len2_st_2.png,2.777777778
335.png,335_len5_len3_gb_1.png,3.0
216.png,216_len2_gn_1.png,4.0
366.png,366_len3_len6_gn_2.png,2.8
256.png,256_len4_len1_st_3.png,2.222222222
208.png,208_len4_len1_bd_3.png,1.5
157.png,157_len3_gb_1.png,2.8
404.png,404_len3_len1_st_2.png,2.5
393.png,393_len3_gn_1.png,3.9
102.png,102_len2_len6_gb_2.png,2.8
278.png,278_len6_gn_1.png,3.1
261.png,261_len4_gb_1.png,3.4
363.png,363_len2_len6_gb_3.png,1.7
115.png,115_len6_len3_st_1.png,2.625
112.png,112_len2_len4_st_3.png,3.0
179.png,179_len1_len4_st_3.png,2.6
215.png,215_len4_len1_bd_1.png,3.1
375.png,375_len1_st_3.png,2.777777778
250.png,250_len2_len5_st_2.png,1.8
106.png,106_len6_len2_st_3.png,1.444444444
73.png,73_len4_bd_1.png,3.625
202.png,202_len2_gb_1.png,3.111111111
90.png,90_len5_st_2.png,1.8
309.png,309_len3_st_2.png,2.7
347.png,347_len3_bd_2.png,2.6
203.png,203_len6_len3_st_2.png,2.9
31.png,31_len3_len5_bd_1.png,2.222222222
384.png,384_len1_gb_2.png,2.6
150.png,150_len2_len5_gb_3.png,1.6
390.png,390_len2_len5_gb_2.png,2.6
208.png,208_len4_gn_3.png,3.0
163.png,163_len5_gb_1.png,3.777777778
413.png,413_len2_len5_bd_1.png,3.1
129.png,129_len2_len5_bd_1.png,3.0
215.png,215_len4_len1_gn_2.png,2.8
420.png,420_len3_st_1.png,3.8
382.png,382_len4_bd_1.png,2.8
127.png,127_len1_len4_bd_2.png,2.222222222
211.png,211_len6_st_1.png,2.8
86.png,86_len4_bd_3.png,1.8
230.png,230_len3_len6_bd_1.png,3.25
43.png,43_len6_st_2.png,2.3
364.png,364_len3_gn_3.png,3.0
95.png,95_len4_len6_gb_3.png,2.5
84.png,84_len4_bd_2.png,2.222222222
219.png,219_len3_gn_2.png,2.3
250.png,250_len2_len5_st_1.png,2.2
82.png,82_len1_st_1.png,3.6
60.png,60_len1_gn_2.png,3.2
16.png,16_len5_len2_bd_2.png,2.6
22.png,22_len1_len4_gb_2.png,3.2
319.png,319_len3_gn_2.png,3.111111111
56.png,56_len1_len4_bd_1.png,2.8
281.png,281_len4_len6_gn_3.png,2.375
305.png,305_len2_gb_2.png,2.7
37.png,37_len5_len2_gb_3.png,1.8
391.png,391_len4_st_2.png,2.9
233.png,233_len4_gn_2.png,3.0
417.png,417_len2_gn_2.png,3.8
186.png,186_len2_gn_1.png,3.555555556
185.png,185_len6_len3_gb_3.png,1.777777778
131.png,131_len6_len3_st_2.png,1.8
425.png,425_len6_len3_gn_1.png,3.125
429.png,429_len1_bd_2.png,2.2
117.png,117_len3_bd_1.png,2.888888889
246.png,246_len4_st_2.png,3.333333333
251.png,251_len2_st_1.png,4.0
411.png,411_len4_len2_gn_3.png,3.2
22.png,22_len1_len4_gn_2.png,2.666666667
40.png,40_len6_st_2.png,2.8
31.png,31_len3_bd_2.png,2.4
145.png,145_len6_len3_gn_3.png,2.2
37.png,37_len5_gn_2.png,3.8
20.png,20_len3_bd_3.png,2.222222222
31.png,31_len3_len5_st_1.png,3.111111111
58.png,58_len2_bd_3.png,2.3
91.png,91_len4_len6_gn_3.png,3.2
71.png,71_len4_gn_3.png,3.111111111
283.png,283_len6_len4_gb_3.png,1.888888889
75.png,75_len3_len1_st_1.png,2.7
239.png,239_len4_len1_gb_1.png,2.777777778
202.png,202_len2_len5_gn_3.png,2.25
96.png,96_len2_len6_gn_1.png,4.0
249.png,249_len2_len5_gb_1.png,3.4
117.png,117_len3_bd_2.png,2.6
296.png,296_len6_st_1.png,2.777777778
382.png,382_len4_gb_2.png,2.875
64.png,64_len1_st_2.png,2.222222222
104.png,104_len1_gn_3.png,2.7
243.png,243_len1_st_3.png,2.6
163.png,163_len5_bd_1.png,3.4
374.png,374_len1_len4_gb_1.png,3.3
158.png,158_len2_st_1.png,3.1
212.png,212_len5_len2_bd_2.png,1.888888889
289.png,289_len4_st_1.png,2.8
150.png,150_len2_len5_gb_1.png,3.2
310.png,310_len4_st_3.png,2.2
274.png,274_len3_len5_bd_3.png,1.888888889
61.png,61_len4_len1_bd_1.png,3.555555556
155.png,155_len2_gb_1.png,3.625
308.png,308_len1_len5_bd_1.png,2.5
108.png,108_len3_st_2.png,2.75
316.png,316_len5_gn_2.png,3.2
355.png,355_len3_bd_1.png,3.5
20.png,20_len3_gn_1.png,4.2
281.png,281_len4_len6_gb_1.png,3.4
407.png,407_len3_gb_1.png,3.444444444
154.png,154_len3_gb_1.png,3.333333333
358.png,358_len6_len3_gn_3.png,2.25
429.png,429_len1_gn_1.png,3.8
107.png,107_len1_len4_gb_2.png,2.555555556
400.png,400_len2_len6_st_3.png,1.666666667
4.png,4_len3_bd_1.png,3.3
192.png,192_len1_st_2.png,1.8
314.png,314_len5_len2_st_1.png,3.0
413.png,413_len2_st_2.png,2.2
329.png,329_len3_len1_gn_1.png,3.333333333
69.png,69_len4_gb_3.png,1.9
340.png,340_len3_gb_2.png,2.9
413.png,413_len2_len5_st_1.png,2.2
21.png,21_len6_gb_2.png,2.8
146.png,146_len4_st_3.png,2.375
302.png,302_len2_bd_3.png,2.3
102.png,102_len2_st_2.png,2.0
120.png,120_len1_len4_gn_2.png,3.0
146.png,146_len4_gb_2.png,2.555555556
407.png,407_len3_gn_2.png,3.2
420.png,420_len3_len6_gb_3.png,1.8
65.png,65_len4_len1_gb_1.png,2.0
219.png,219_len3_bd_3.png,2.0
81.png,81_len4_st_1.png,2.75
88.png,88_len3_gn_1.png,3.5
240.png,240_len5_st_2.png,3.0
52.png,52_len1_len4_st_3.png,2.0
273.png,273_len3_bd_1.png,2.9
79.png,79_len1_len3_gn_3.png,2.2
75.png,75_len3_len1_gb_1.png,3.5
133.png,133_len1_len4_gb_2.png,2.444444444
64.png,64_len1_len5_st_1.png,2.444444444
108.png,108_len3_gb_2.png,3.222222222
90.png,90_len5_bd_1.png,4.0
258.png,258_len2_len5_st_1.png,2.8
353.png,353_len2_len5_bd_2.png,2.6
212.png,212_len5_st_1.png,3.555555556
198.png,198_len2_gb_1.png,3.555555556
258.png,258_len2_len5_gn_3.png,2.4
391.png,391_len4_len1_st_1.png,3.2
46.png,46_len2_st_3.png,2.6
75.png,75_len3_len1_gn_3.png,3.0
348.png,348_len3_len6_st_1.png,3.222222222
95.png,95_len4_len6_st_1.png,2.6
426.png,426_len5_len2_gn_2.png,2.5
62.png,62_len5_gb_1.png,3.7
208.png,208_len4_len1_gb_1.png,3.4
202.png,202_len2_gn_1.png,3.25
48.png,48_len4_gb_1.png,3.4
257.png,257_len3_len6_bd_1.png,3.0
237.png,237_len3_gn_3.png,2.5
56.png,56_len1_len4_st_3.png,2.2
314.png,314_len5_len2_gn_3.png,2.4
378.png,378_len3_gb_2.png,3.2
397.png,397_len6_len2_st_1.png,3.3
200.png,200_len3_len6_st_1.png,2.333333333
397.png,397_len6_len2_gn_1.png,2.8
246.png,246_len4_gb_3.png,2.5
54.png,54_len5_len2_gb_2.png,2.0
423.png,423_len3_gn_2.png,2.888888889
109.png,109_len3_bd_3.png,2.7
294.png,294_len2_len5_st_2.png,2.75
28.png,28_len2_len6_st_2.png,2.5
54.png,54_len5_len2_bd_1.png,3.0
196.png,196_len2_st_3.png,2.888888889
406.png,406_len5_gb_3.png,2.0
147.png,147_len5_len2_st_3.png,2.0
116.png,116_len6_len2_gb_1.png,2.8
80.png,80_len3_gn_3.png,3.0
41.png,41_len3_len6_st_1.png,3.1
178.png,178_len4_len1_st_1.png,3.0
42.png,42_len3_bd_1.png,3.777777778
421.png,421_len3_gn_1.png,3.777777778
248.png,248_len2_st_1.png,3.666666667
282.png,282_len1_gb_3.png,2.3
144.png,144_len2_len5_gb_3.png,2.2
10.png,10_len5_len3_gb_3.png,1.8
116.png,116_len6_gn_2.png,3.0
236.png,236_len5_len2_gb_3.png,1.5
97.png,97_len4_st_3.png,2.0
239.png,239_len4_bd_2.png,2.0
277.png,277_len4_gb_2.png,2.888888889
129.png,129_len2_len5_gn_1.png,3.6
152.png,152_len2_len5_gn_3.png,1.888888889
125.png,125_len2_gn_1.png,3.0
146.png,146_len4_bd_2.png,2.777777778
191.png,191_len2_len5_gb_2.png,2.111111111
339.png,339_len4_len1_gb_3.png,1.8
272.png,272_len3_len6_gn_1.png,3.0
303.png,303_len5_gb_1.png,3.3
370.png,370_len2_st_3.png,2.5
326.png,326_len5_st_1.png,3.0
214.png,214_len3_len6_st_3.png,1.2
206.png,206_len2_st_2.png,2.0
301.png,301_len2_st_3.png,2.777777778
112.png,112_len2_len4_gn_2.png,2.375
55.png,55_len5_bd_2.png,2.9
349.png,349_len3_gb_1.png,4.0
292.png,292_len5_len3_bd_2.png,2.1
409.png,409_len2_gn_1.png,3.875
178.png,178_len4_st_3.png,2.666666667
365.png,365_len3_gn_1.png,3.222222222
263.png,263_len3_gn_1.png,3.111111111
214.png,214_len3_len6_bd_1.png,3.4
425.png,425_len6_len3_gb_3.png,2.0
244.png,244_len4_len1_bd_3.png,1.0
375.png,375_len1_bd_1.png,3.111111111
413.png,413_len2_gn_1.png,3.4
149.png,149_len3_len6_bd_1.png,2.2
213.png,213_len4_len1_st_2.png,2.222222222
214.png,214_len3_gb_3.png,2.5
247.png,247_len1_bd_2.png,2.6
19.png,19_len2_len6_st_3.png,2.0
257.png,257_len3_len6_bd_2.png,1.8
35.png,35_len4_gn_3.png,3.333333333
281.png,281_len4_bd_1.png,3.555555556
213.png,213_len4_len1_st_1.png,2.9
210.png,210_len1_len5_gn_3.png,2.3
346.png,346_len1_len3_gn_3.png,2.444444444
297.png,297_len2_len4_gb_2.png,2.2
354.png,354_len5_len3_gb_1.png,3.0
80.png,80_len3_gb_3.png,1.9
1.png,1_len3_st_3.png,2.285714286
421.png,421_len3_bd_2.png,3.5
149.png,149_len3_len6_bd_2.png,2.0
250.png,250_len2_len5_st_3.png,1.875
151.png,151_len3_len1_st_1.png,2.875
67.png,67_len2_bd_1.png,3.7
251.png,251_len2_len6_st_3.png,2.2
154.png,154_len3_st_1.png,4.0
86.png,86_len4_bd_2.png,2.6
4.png,4_len3_len5_bd_2.png,2.8
102.png,102_len2_gn_3.png,2.777777778
286.png,286_len2_gb_2.png,3.0
429.png,429_len1_st_1.png,3.0
